id,color,r,g,b,name,owner,type,topography,vegetation,climate,natural_harbor_suitability,religion,culture,population,raw_material,location,province,area,region,subcontinent,continent,impassable_mountains,sea_zones,coastal,is_lake
195,#99644A,153,100,74,Karchitu,Kiroshata,land,flatland,grasslands,continental,0,catholic,arkinese,15500,medicaments,karchitu,makira_province,zajarins_area,arkine_region,auteka,berlogoes,,,yes,
196,#936148,147,97,72,Algartrata,Kiroshata,land,flatland,woods,continental,0,catholic,arkinese,10500,lumber,algartrata,makira_province,zajarins_area,arkine_region,auteka,berlogoes,,,yes,
197,#935748,147,87,72,Unaimha,Kiroshata,land,flatland,grasslands,continental,0,catholic,arkinese,9500,fish,unaimha,makira_province,zajarins_area,arkine_region,auteka,berlogoes,,,yes,
198,#934D48,147,77,72,Retikihu,Kiroshata,land,flatland,woods,continental,0,catholic,arkinese,12000,millet,retikihu,makira_province,zajarins_area,arkine_region,auteka,berlogoes,,,yes,
199,#8E5445,142,84,69,Eshatir,,land,flatland,grasslands,continental,0,norse,arkinese,5500,fruit,eshatir,eshatir_province,zajarins_area,arkine_region,auteka,berlogoes,,,yes,
200,#8E5E45,142,94,69,Phrotira,,land,flatland,woods,continental,0,norse,arkinese,2500,fish,phrotira,eshatir_province,zajarins_area,arkine_region,auteka,berlogoes,,,yes,
201,#845E45,132,94,69,Cuvatira,,land,flatland,woods,continental,0,norse,arkinese,2000,tea,cuvatira,eshatir_province,zajarins_area,arkine_region,auteka,berlogoes,,,yes,
202,#895A43,137,90,67,Culoreon,Zajarin,land,flatland,grasslands,continental,0.25,norse,arkinese,7500,lumber,culoreon,eshatir_province,zajarins_area,arkine_region,auteka,berlogoes,,,yes,
203,#895043,137,80,67,Kilonika,Zajarin,land,flatland,grasslands,continental,0,norse,arkinese,3500,millet,kilonika,denisoara_province,zajarins_area,arkine_region,auteka,berlogoes,,,yes,
204,#845740,132,87,64,Denisoara,,land,flatland,woods,continental,0.1,norse,arkinese,4500,fish,denisoara,denisoara_province,zajarins_area,arkine_region,auteka,berlogoes,,,yes,
205,#3D3CC6,61,60,198,Novitar,,land,flatland,woods,continental,0,norse,dennisite,2000,stone,novitar,cimell_province,luvit_area,luvit_region,auteka,berlogoes,,,yes,
206,#3D46C6,61,70,198,Amorel,,land,flatland,grasslands,continental,0.1,norse,dennisite,5000,fish,amorel,cimell_province,luvit_area,luvit_region,auteka,berlogoes,,,yes,
207,#3346C6,51,70,198,Cimell,,land,flatland,grasslands,continental,0.15,norse,dennisite,6000,olives,cimell,cimell_province,luvit_area,luvit_region,auteka,berlogoes,,,yes,
208,#3C44C1,60,68,193,Lurivabora,,land,wetlands,woods,continental,0,norse,dennisite,1500,livestock,lurivabora,timtonus_province,luvit_area,luvit_region,auteka,berlogoes,,,yes,
209,#3C3AC1,60,58,193,Timtonus,,land,flatland,woods,continental,0.1,norse,dennisite,1000,millet,timtonus,timtonus_province,luvit_area,luvit_region,auteka,berlogoes,,,yes,
210,#3C3ABC,60,58,188,Moindeluv,,land,hills,woods,continental,,norse,dennisite,1000,wheat,moindeluv,baitra_province,luvit_area,luvit_region,auteka,berlogoes,,,,
211,#3C44BC,60,68,188,Baitra,,land,flatland,grasslands,continental,0.2,norse,dennisite,7500,fish,baitra,baitra_province,luvit_area,luvit_region,auteka,berlogoes,,,yes,
212,#3A43B7,58,67,183,Livan,,land,flatland,grasslands,continental,0.1,norse,dennisite,5000,lumber,livan,livan_province,luvit_area,luvit_region,auteka,berlogoes,,,yes,
213,#353EA5,53,62,165,Sindarion,,land,flatland,grasslands,continental,0,norse,dennisite,500,alum,sindarion,sindarion_province,luvit_area,luvit_region,auteka,berlogoes,,,yes,
214,#3F3ECC,63,62,204,Dennis,Dennis,land,flatland,grasslands,continental,1,norse,dennisite,7000,fish,dennis,dennis_province,dennis_area,luvit_region,auteka,berlogoes,,,yes,
215,#3F48CC,63,72,204,Alxairen,Dennis,land,flatland,grasslands,continental,0,norse,dennisite,15000,lumber,alxairen,dennis_province,dennis_area,luvit_region,auteka,berlogoes,,,yes,
216,#3A39B7,58,57,183,Rivadeluv,Dennis,land,flatland,grasslands,continental,0,norse,dennisite,4000,fruit,rivadeluv,dennis_province,dennis_area,luvit_region,auteka,berlogoes,,,yes,
217,#3842AF,56,66,175,Sicidon,Dennis,land,flatland,grasslands,continental,0.1,norse,dennisite,5000,silver,sicidon,xibaltran_province,dennis_area,luvit_region,auteka,berlogoes,,,yes,
218,#3838AF,56,56,175,Itbeclud,Dennis,land,flatland,woods,continental,,norse,dennisite,5000,wool,itbeclud,xibaltran_province,dennis_area,luvit_region,auteka,berlogoes,,,,
219,#2E42AF,46,66,175,Xibaltran,Dennis,land,flatland,grasslands,continental,0.2,norse,dennisite,7500,fish,xibaltran,xibaltran_province,dennis_area,luvit_region,auteka,berlogoes,,,yes,
220,#3640AA,54,64,170,Isascade,Dennis,land,flatland,grasslands,continental,0.1,norse,dennisite,500,lumber,isascade,scadrania_province,dennis_area,luvit_region,auteka,berlogoes,,,yes,
221,#2C40AA,44,64,170,Scadrania,Dennis,land,flatland,grasslands,continental,0,norse,dennisite,250,sand,scadrania,scadrania_province,dennis_area,luvit_region,auteka,berlogoes,,,yes,
222,#3636AA,54,54,170,Alvadra,Dennis,land,flatland,woods,continental,0,norse,dennisite,250,fish,alvadra,scadrania_province,dennis_area,luvit_region,auteka,berlogoes,,,yes,
223,#7F4A3E,127,74,62,Artraridium,,land,flatland,woods,continental,0,norse,arkinese,4500,olives,artraridium,livudratium_province,pandatta_area,soriden_region,tousourilea,berlogoes,,,yes,
224,#7F543E,127,84,62,Xrevalium,,land,flatland,woods,continental,0,norse,arkinese,7500,lumber,xrevalium,livudratium_province,pandatta_area,soriden_region,tousourilea,berlogoes,,,yes,
225,#75543E,117,84,62,Livudratium,,land,flatland,woods,continental,0,norse,arkinese,7500,fiber_crops,livudratium,livudratium_province,pandatta_area,soriden_region,tousourilea,berlogoes,,,yes,
226,#7A503B,122,80,59,Pandatdial,Soriden,land,wetlands,woods,continental,0,catholic,arkinese,9500,fish,pandatdial,pandatta_province,pandatta_area,soriden_region,tousourilea,berlogoes,,,yes,
227,#7A463B,122,70,59,Kuvpantanda,Soriden,land,wetlands,grasslands,continental,0,catholic,arkinese,7500,livestock,kuvpantanda,pandatta_province,pandatta_area,soriden_region,tousourilea,berlogoes,,,yes,
228,#70503B,112,80,59,Pandatta,Soriden,land,flatland,grasslands,continental,0.1,catholic,arkinese,10500,livestock,pandatta,pandatta_province,pandatta_area,soriden_region,tousourilea,berlogoes,,,yes,
229,#6B4634,107,70,52,Soriden,Soriden,land,flatland,grasslands,continental,0,catholic,arkinese,10000,fish,soriden,soriden_province,soriden_area,soriden_region,tousourilea,berlogoes,,,yes,
230,#6B3C34,107,60,52,Halrian,Soriden,land,flatland,woods,continental,0,catholic,arkinese,8437,stone,halrian,soriden_province,soriden_area,soriden_region,tousourilea,berlogoes,,,yes,
231,#704A36,112,74,54,Harmounial,Soriden,land,flatland,grasslands,continental,0.2,catholic,arkinese,11000,wine,harmounial,harmounial_province,soriden_area,soriden_region,tousourilea,berlogoes,,,yes,
232,#704036,112,64,54,Elmaian,Soriden,land,flatland,woods,continental,0,catholic,arkinese,8437,mercury,elmaian,harmounial_province,soriden_area,soriden_region,tousourilea,berlogoes,,,yes,
233,#633630,99,54,48,Junetdial,Roco,land,flatland,woods,continental,0,catholic,rojerrite,8437,lumber,junetdial,cifetan_province,soriden_area,soriden_region,tousourilea,berlogoes,,,yes,
234,#634030,99,64,48,Cifetan,Roco,land,flatland,grasslands,continental,0.1,catholic,rojerrite,10000,stone,cifetan,cifetan_province,soriden_area,soriden_region,tousourilea,berlogoes,,,yes,
235,#754D39,117,77,57,Survainte,Soriden,land,flatland,woods,continental,0,catholic,arkinese,8437,maize,survainte,loretensia_province,soriden_area,soriden_region,tousourilea,berlogoes,,,yes,
236,#6B4D39,107,77,57,Loretensia,Soriden,land,flatland,forest,continental,0.1,catholic,arkinese,10000,medicaments,loretensia,loretensia_province,soriden_area,soriden_region,tousourilea,berlogoes,,,yes,
237,#BCBCBC,188,188,188,Lourten,Kodanium,land,hills,woods,continental,,catholic,kodan,8000,lumber,lourten,stunheis_province,kodanium_area,grayston_region,tousourilea,berlogoes,,,,
238,#BCB2BC,188,178,188,Mountei,Kodanium,land,flatland,forest,continental,0,catholic,kodan,8000,iron,mountei,stunheis_province,kodanium_area,grayston_region,tousourilea,berlogoes,,,yes,
239,#B2B2B2,178,178,178,Rocco,Droyal,land,flatland,woods,continental,0,catholic,kodan,10000,saltpeter,rocco,droyal_province,kodanium_area,grayston_region,tousourilea,berlogoes,,,yes,
240,#B2A8B2,178,168,178,Droyel,Droyal,land,flatland,woods,continental,0.1,catholic,kodan,10000,fish,droyel,droyal_province,kodanium_area,grayston_region,tousourilea,berlogoes,,,yes,
241,#B7ADB7,183,173,183,Gaitvun,Kodanium,land,flatland,grasslands,continental,0,catholic,kodan,10000,fish,gaitvun,kodan_province,kodanium_area,grayston_region,tousourilea,berlogoes,,,yes,
242,#B7B7B7,183,183,183,Stunhies,Kodanium,land,hills,woods,continental,,catholic,kodan,13500,stone,stunhies,kodan_province,kodanium_area,grayston_region,tousourilea,berlogoes,,,,
243,#ADB7B7,173,183,183,Kodan,Kodanium,land,flatland,grasslands,continental,,catholic,kodan,13500,lumber,kodan,kodan_province,kodanium_area,grayston_region,tousourilea,berlogoes,,,,
244,#999999,153,153,153,Bohem,Kodanium,land,flatland,grasslands,continental,,catholic,kodan,13500,dyes,bohem,bohem_province,kodanium_area,grayston_region,tousourilea,berlogoes,,,,
245,#998F99,153,143,153,Sikesburh,Kodanium,land,plateau,woods,continental,,catholic,kodan,13500,incense,sikesburh,bohem_province,kodanium_area,grayston_region,tousourilea,berlogoes,,,,
246,#A5A5A5,165,165,165,Dekania,Kodanium,land,hills,woods,continental,,catholic,durninian,10000,fur,dekania,dekania_province,dekiston_area,grayston_region,tousourilea,berlogoes,,,,
247,#A0AAAA,160,170,170,Dekianium,Dekiston,land,flatland,grasslands,continental,0,catholic,durninian,8000,millet,dekianium,larkarone_province,dekiston_area,grayston_region,tousourilea,berlogoes,,,yes,
248,#AAAAAA,170,170,170,Larkarone,Dekiston,land,flatland,woods,continental,,catholic,durninian,10000,wild_game,larkarone,larkarone_province,dekiston_area,grayston_region,tousourilea,berlogoes,,,,
249,#AAA0AA,170,160,170,Joicedial,Dekiston,land,flatland,woods,continental,0,catholic,durninian,8000,fish,joicedial,larkarone_province,dekiston_area,grayston_region,tousourilea,berlogoes,,,yes,
250,#A0A0A0,160,160,160,Comerzudial,Dekiston,land,hills,woods,continental,,catholic,durninian,8000,maize,comerzudial,comerzudial_province,dekiston_area,grayston_region,tousourilea,berlogoes,,,,
251,#A096A0,160,150,160,Fadianze,Dekiston,land,flatland,woods,continental,,catholic,durninian,8000,saltpeter,fadianze,comerzudial_province,dekiston_area,grayston_region,tousourilea,berlogoes,,,,
252,#BFBFB5,191,191,181,Adis Islands,Rojerrion,land,flatland,grasslands,continental,0,catholic,rojerrite,13500,fruit,adis_islands,rojerrion_province,rojerrion_area,grayston_region,tousourilea,berlogoes,,,yes,
253,#BFBFBF,191,191,191,Nurutonia,Rojerrion,land,flatland,grasslands,continental,0,catholic,rojerrite,13500,clay,nurutonia,rojerrion_province,rojerrion_area,grayston_region,tousourilea,berlogoes,,,yes,
254,#B5BFBF,181,191,191,Ceri d'Rojer,Rojerrion,land,flatland,grasslands,continental,0.8,catholic,rojerrite,100000,stone,ceri_drojer,rojerrion_province,rojerrion_area,grayston_region,tousourilea,berlogoes,,,yes,
255,#B0BABA,176,186,186,Hymongue,Rojerrion,land,flatland,grasslands,continental,0,catholic,rojerrite,16660,fish,hymongue,algalfacia_province,rojerrion_area,grayston_region,tousourilea,berlogoes,,,yes,
256,#BABAB0,186,186,176,Bericane,Rojerrion,land,flatland,grasslands,continental,0,catholic,rojerrite,16660,fish,bericane,algalfacia_province,rojerrion_area,grayston_region,tousourilea,berlogoes,,,yes,
257,#BABABA,186,186,186,Srilvant,Rojerrion,land,flatland,grasslands,continental,,catholic,rojerrite,16660,silk,srilvant,algalfacia_province,rojerrion_area,grayston_region,tousourilea,berlogoes,,,,
258,#BAB0BA,186,176,186,Algalfacia,Rojerrion,land,flatland,woods,continental,0,catholic,rojerrite,16660,fish,algalfacia,algalfacia_province,rojerrion_area,grayston_region,tousourilea,berlogoes,,,yes,
259,#B5B5B5,181,181,181,Darstuni,Rojerrion,land,flatland,grasslands,continental,,catholic,rojerrite,16660,maize,darstuni,tannurn_province,rojerrion_area,grayston_region,tousourilea,berlogoes,,,,
260,#B5ABB5,181,171,181,Tannurn,Rojerrion,land,plateau,grasslands,continental,,catholic,rojerrite,16660,tin,tannurn,tannurn_province,rojerrion_area,grayston_region,tousourilea,berlogoes,,,,
261,#ADADAD,173,173,173,Eltsackcul,Rojerrion,land,plateau,woods,continental,,catholic,rojerrite,13330,iron,eltsackcul,eltsackcul_province,rojerrion_area,grayston_region,tousourilea,berlogoes,,,,
262,#A89EA8,168,158,168,Cumonweal,Rojerrion,land,flatland,woods,continental,0.1,catholic,rojerrite,12000,copper,cumonweal,zordland_province,rojerrion_area,grayston_region,tousourilea,berlogoes,,,yes,
263,#A8A8A8,168,168,168,Zordland,Rojerrion,land,flatland,forest,continental,0,catholic,rojerrite,7500,maize,zordland,zordland_province,rojerrion_area,grayston_region,tousourilea,berlogoes,,,,
267,#827882,130,120,130,Emmerson,Solutika,land,flatland,grasslands,continental,0,catholic,rojerrite,8000,olives,emmerson,solutika_province,solutika_area,grayston_region,tousourilea,berlogoes,,,yes,
268,#788282,120,130,130,Puortika,Solutika,land,flatland,grasslands,continental,0,catholic,rojerrite,6000,fish,puortika,solutika_province,solutika_area,grayston_region,tousourilea,berlogoes,,,yes,
269,#828282,130,130,130,Tiendun,Solutika,land,flatland,grasslands,continental,0,catholic,rojerrite,5000,lumber,tiendun,solutika_province,solutika_area,grayston_region,tousourilea,berlogoes,,,yes,
270,#828278,130,130,120,Solutika,Solutika,land,flatland,grasslands,continental,0.75,catholic,rojerrite,56000,legumes,solutika,solutika_province,solutika_area,grayston_region,tousourilea,berlogoes,,,yes,
271,#7A8484,122,132,132,Bunjuria,Solutika,land,flatland,grasslands,continental,0,catholic,rojerrite,8000,fish,bunjuria,tolisuka_province,solutika_area,grayston_region,tousourilea,berlogoes,,,yes,
272,#84847A,132,132,122,Vardigaris,Solutika,land,flatland,woods,continental,0,catholic,rojerrite,6000,dyes,vardigaris,tolisuka_province,solutika_area,grayston_region,tousourilea,berlogoes,,,yes,
273,#848484,132,132,132,Tolisuka,Solutika,land,flatland,grasslands,continental,0.1,catholic,rojerrite,16000,olives,tolisuka,tolisuka_province,solutika_area,grayston_region,tousourilea,berlogoes,,,yes,
274,#847A84,132,122,132,Ajesin,Solutika,land,flatland,grasslands,continental,0,catholic,rojerrite,5000,fish,ajesin,tolisuka_province,solutika_area,grayston_region,tousourilea,berlogoes,,,yes,
275,#949E9E,148,158,158,Simonn,Solutika,land,flatland,grasslands,continental,0.2,catholic,rojerrite,26509,millet,simonn,simonn_province,solutika_area,grayston_region,tousourilea,berlogoes,,,yes,
276,#9E9E9E,158,158,158,Gandian,Solutika,land,flatland,woods,continental,0,catholic,rojerrite,8000,saffron,gandian,simonn_province,solutika_area,grayston_region,tousourilea,berlogoes,,,yes,
277,#A3A3A3,163,163,163,Ponetia,Solutika,land,flatland,woods,continental,0,catholic,rojerrite,10500,incense,ponetia,olikus_province,solutika_area,grayston_region,tousourilea,berlogoes,,,yes,
278,#A399A3,163,153,163,Olikus,Solutika,land,flatland,woods,continental,0,catholic,rojerrite,8000,fish,olikus,olikus_province,solutika_area,grayston_region,tousourilea,berlogoes,,,yes,
279,#968C96,150,140,150,Donetisia,Abluzrial,land,hills,woods,continental,,catholic,rojerrite,9642,stone,donetisia,abluzrial_province,cadrokia_area,grayston_region,tousourilea,berlogoes,,,,
280,#8C9696,140,150,150,Albegonium,Abluzrial,land,flatland,woods,continental,,catholic,rojerrite,9642,lumber,albegonium,abluzrial_province,cadrokia_area,grayston_region,tousourilea,berlogoes,,,,
281,#969696,150,150,150,Abluzrial,Abluzrial,land,flatland,grasslands,continental,0.25,catholic,rojerrite,9642,dyes,abluzrial,abluzrial_province,cadrokia_area,grayston_region,tousourilea,berlogoes,,,yes,
282,#897F89,137,127,137,Dirudial,Rojerrion,land,flatland,forest,continental,,catholic,rojerrite,9642,fiber_crops,dirudial,dirudial_province,cadrokia_area,grayston_region,tousourilea,berlogoes,,,,
283,#898989,137,137,137,Konisium,Rojerrion,land,flatland,forest,continental,,catholic,rojerrite,9642,fruit,konisium,dirudial_province,cadrokia_area,grayston_region,tousourilea,berlogoes,,,,
284,#918791,145,135,145,Gargonium,Cadrokia,land,flatland,woods,continental,0,catholic,morian,9642,fish,gargonium,cadrokia_province,cadrokia_area,grayston_region,tousourilea,berlogoes,,,yes,
285,#919191,145,145,145,Gilburnesium,Cadrokia,land,flatland,woods,continental,,catholic,morian,9642,sand,gilburnesium,cadrokia_province,cadrokia_area,grayston_region,tousourilea,berlogoes,,,,
286,#879191,135,145,145,Viltasanium,Cadrokia,land,flatland,grasslands,continental,0,catholic,morian,9642,fish,viltasanium,cadrokia_province,cadrokia_area,grayston_region,tousourilea,berlogoes,,,yes,
287,#8C828C,140,130,140,Lakoderuz,Cadrokia,land,hills,forest,continental,,catholic,morian,9642,fruit,lakoderuz,alvioz_province,cadrokia_area,grayston_region,tousourilea,berlogoes,,,,
288,#8C8C8C,140,140,140,Alvioz,Cadrokia,land,flatland,woods,continental,,catholic,morian,9642,fruit,alvioz,alvioz_province,cadrokia_area,grayston_region,tousourilea,berlogoes,,,,
289,#828C8C,130,140,140,Cadrokia,Cadrokia,land,flatland,grasslands,continental,0.2,catholic,morian,9642,lumber,cadrokia,alvioz_province,cadrokia_area,grayston_region,tousourilea,berlogoes,,,yes,
290,#132B12,19,43,18,Dizkgulf,Egurston,land,flatland,woods,continental,0,catholic,oyonese,6250,alum,dizkgulf,egurston_province,aragie_area,oyon_region,tousourilea,berlogoes,,,yes,
291,#092B12,9,43,18,Egurston,Egurston,land,flatland,forest,continental,,catholic,oyonese,6250,fruit,egurston,egurston_province,aragie_area,oyon_region,tousourilea,berlogoes,,,,
293,#122110,18,33,16,Faldrenium,Egurston,land,flatland,forest,continental,,catholic,oyonese,6250,lumber,faldrenium,oyon_province,aragie_area,oyon_region,tousourilea,berlogoes,,,,
294,#082110,8,33,16,Oyon,Egurston,land,flatland,forest,continental,,catholic,oyonese,6250,lumber,oyon,oyon_province,aragie_area,oyon_region,tousourilea,berlogoes,,,,
295,#0B3819,11,56,25,Smakal,Aragie,land,flatland,grasslands,continental,0.2,catholic,aragian,11000,stone,smakal,smakal_province,aragie_area,oyon_region,tousourilea,berlogoes,,,yes,
296,#0B3823,11,56,35,Larkocium,Aragie,land,flatland,woods,continental,,catholic,aragian,9642,fiber_crops,larkocium,smakal_province,aragie_area,oyon_region,tousourilea,berlogoes,,,,
297,#153819,21,56,25,Tostonius,Aragie,land,flatland,forest,continental,0,catholic,aragian,9642,pepper,tostonius,smakal_province,aragie_area,oyon_region,tousourilea,berlogoes,,,yes,
298,#111C0D,17,28,13,Bardheorial,Aragie,land,flatland,woods,continental,0,catholic,aragian,9642,fish,bardheorial,aragie_province,aragie_area,oyon_region,tousourilea,berlogoes,,,yes,
299,#07260D,7,38,13,Viltares,Aragie,land,flatland,woods,continental,0,catholic,aragian,9642,saltpeter,viltares,aragie_province,aragie_area,oyon_region,tousourilea,berlogoes,,,yes,
300,#071C0D,7,28,13,Aragie,Aragie,land,flatland,woods,continental,0.25,catholic,aragian,10000,fish,aragie,aragie_province,aragie_area,oyon_region,tousourilea,berlogoes,,,yes,
301,#071C17,7,28,23,Caponium,Aragie,land,flatland,sparse,arctic,0,catholic,aragian,9642,copper,caponium,aragie_province,aragie_area,oyon_region,tousourilea,berlogoes,,,yes,
302,#0B3A19,11,58,25,Capheiro,Aragie,land,flatland,sparse,arctic,0,catholic,aragian,8437,wild_game,capheiro,dalek_province,valdez_area,oyon_region,tousourilea,berlogoes,,,yes,
303,#153A14,21,58,20,Dalek,Aragie,land,flatland,sparse,arctic,0.1,catholic,aragian,10000,fish,dalek,dalek_province,valdez_area,oyon_region,tousourilea,berlogoes,,,yes,
304,#071E0E,7,30,14,Tadoz,Zodium,land,hills,forest,continental,,catholic,oyonese,8000,fur,tadoz,zodium_province,valdez_area,oyon_region,tousourilea,berlogoes,,,,
305,#111E0E,17,30,14,Zodium,Zodium,land,mountains,forest,continental,,catholic,oyonese,4000,lumber,zodium,zodium_province,valdez_area,oyon_region,tousourilea,berlogoes,,,,
306,#153D1A,21,61,26,Valdez,Valdez,land,flatland,grasslands,continental,0.5,catholic,oyonese,15000,fish,valdez,valdez_province,valdez_area,oyon_region,tousourilea,berlogoes,,,yes,
307,#0C3D1A,12,61,26,Zustant,Valdez,land,hills,woods,continental,,catholic,oyonese,8437,fur,zustant,valdez_province,valdez_area,oyon_region,tousourilea,berlogoes,,,,
308,#0C3D24,12,61,36,Evalestium,Valdez,land,hills,woods,continental,,catholic,oyonese,8437,lumber,evalestium,valdez_province,valdez_area,oyon_region,tousourilea,berlogoes,,,,
309,#10190C,16,25,12,Por'draught,Valdez,land,flatland,sparse,continental,0.1,catholic,oyonese,12000,fish,pordraught,pordraught_province,valdez_area,oyon_region,tousourilea,berlogoes,,,yes,
310,#06190C,6,25,12,Viltanium,Valdez,land,flatland,woods,arctic,0,catholic,oyonese,8437,wild_game,viltanium,pordraught_province,valdez_area,oyon_region,tousourilea,berlogoes,,,yes,
311,#061916,6,25,22,Sandioum,Valdez,land,flatland,woods,arctic,0,catholic,oyonese,8437,sand,sandioum,pordraught_province,valdez_area,oyon_region,tousourilea,berlogoes,,,yes,
312,#051615,5,22,21,Lehitsee,Moria,land,flatland,woods,continental,0,catholic,morian,13500,iron,lehitsee,soremuria_province,soremuria_area,oyon_region,tousourilea,berlogoes,,,yes,
313,#0F1615,15,22,21,Trevana,Moria,land,flatland,woods,continental,,catholic,morian,13500,dyes,trevana,soremuria_province,soremuria_area,oyon_region,tousourilea,berlogoes,,,,
314,#05160B,5,22,11,Soremuria,Moria,land,flatland,grasslands,continental,0,catholic,morian,13500,lumber,soremuria,soremuria_province,soremuria_area,oyon_region,tousourilea,berlogoes,,,yes,
315,#0F160B,15,22,11,Hiroz,Moria,land,flatland,grasslands,continental,0.2,catholic,morian,13500,fish,hiroz,hiroz_province,soremuria_area,oyon_region,tousourilea,berlogoes,,,yes,
316,#092D13,9,45,19,Yiruz,Moria,land,flatland,woods,continental,,catholic,morian,13500,iron,yiruz,hiroz_province,soremuria_area,oyon_region,tousourilea,berlogoes,,,,
317,#132D13,19,45,19,Lourose,Moria,land,flatland,woods,continental,0,catholic,morian,8437,fish,lourose,hiroz_province,soremuria_area,oyon_region,tousourilea,berlogoes,,,yes,
318,#153517,21,53,23,Zapacadonia,Zapacadonia,land,plateau,forest,continental,,catholic,oyonese,8437,stone,zapacadonia,zapacadonia_province,soremuria_area,oyon_region,tousourilea,berlogoes,,,,
319,#0B3517,11,53,23,Oyonuzdial,Zapacadonia,land,hills,forest,continental,,catholic,oyonese,8437,lumber,oyonuzdial,zapacadonia_province,soremuria_area,oyon_region,tousourilea,berlogoes,,,,
320,#0A3015,10,48,21,Galgosta,Zapacadonia,land,hills,woods,continental,,catholic,oyonese,8437,fiber_crops,galgosta,fantarde_province,soremuria_area,oyon_region,tousourilea,berlogoes,,,,
321,#143015,20,48,21,Fantarde,Moria,land,flatland,woods,continental,0,catholic,morian,8437,fur,fantarde,fantarde_province,soremuria_area,oyon_region,tousourilea,berlogoes,,,yes,
322,#707A7A,112,122,122,Namaji,,land,wetlands,forest,continental,0.1,norse,hurgan,500,medicaments,namaji,lasirita_province,relliaj_area,moria_region,tousourilea,berlogoes,,,yes,
323,#7A7A7A,122,122,122,Lasirita,,land,wetlands,forest,continental,,norse,hurgan,500,lumber,lasirita,lasirita_province,relliaj_area,moria_region,tousourilea,berlogoes,,,,
324,#7A707A,122,112,122,Alibaria,Abluzrial,land,flatland,woods,continental,0.1,catholic,rojerrite,10000,fish,alibaria,lasirita_province,relliaj_area,moria_region,tousourilea,berlogoes,,,yes,
325,#777777,119,119,119,Yaikbur,,land,wetlands,forest,continental,,norse,hurgan,300,lumber,yaikbur,relliaj_province,relliaj_area,moria_region,tousourilea,berlogoes,,,,
326,#6D7777,109,119,119,Relliaj,,land,wetlands,forest,continental,,norse,hurgan,600,copper,relliaj,relliaj_province,relliaj_area,moria_region,tousourilea,berlogoes,,,,
327,#727272,114,114,114,Zhepakitani,,land,hills,forest,continental,,norse,hurgan,300,fur,zhepakitani,revar_province,relliaj_area,moria_region,tousourilea,berlogoes,,,,
328,#687272,104,114,114,Revar,,land,flatland,woods,continental,,norse,hurgan,700,fruit,revar,revar_province,relliaj_area,moria_region,tousourilea,berlogoes,,,,
329,#6D636D,109,99,109,Attagianita,Moria,land,wetlands,woods,continental,0.1,catholic,morian,10000,millet,attagianita,attagianita_province,relliaj_area,moria_region,tousourilea,berlogoes,,,yes,
330,#6D6D6D,109,109,109,Trulinita,,land,wetlands,forest,continental,0,norse,hurgan,6000,cocoa,trulinita,attagianita_province,relliaj_area,moria_region,tousourilea,berlogoes,,,yes,
331,#636D6D,99,109,109,Numaika,,land,wetlands,forest,continental,,norse,hurgan,3000,lumber,numaika,attagianita_province,relliaj_area,moria_region,tousourilea,berlogoes,,,,
332,#6D6D60,109,109,96,Adesinza,,land,flatland,forest,continental,,norse,hurgan,300,tin,adesinza,attagianita_province,relliaj_area,moria_region,tousourilea,berlogoes,,,,
333,#757575,117,117,117,Yelurai,,land,hills,forest,continental,,norse,hurgan,300,tin,yelurai,sundarin_province,relliaj_area,moria_region,tousourilea,berlogoes,,,,
334,#6B7575,107,117,117,Merszko,,land,flatland,forest,continental,,norse,hurgan,300,stone,merszko,sundarin_province,relliaj_area,moria_region,tousourilea,berlogoes,,,,
335,#756B75,117,107,117,Sundarin,,land,mountains,forest,continental,,norse,hurgan,100,stone,sundarin,sundarin_province,relliaj_area,moria_region,tousourilea,berlogoes,,,,
338,#616B6B,97,107,107,Eriuke,Cadrokia,land,wetlands,woods,continental,0.1,catholic,morian,18000,legumes,eriuke,eriuke_province,channellands_area,moria_region,tousourilea,berlogoes,,,yes,
339,#6B616B,107,97,107,Mugoisztok,,land,flatland,forest,continental,,norse,hurgan,600,lumber,mugoisztok,eriuke_province,channellands_area,moria_region,tousourilea,berlogoes,,,,
340,#6B6B61,107,107,97,Hajarian,,land,wetlands,forest,continental,0,norse,hurgan,700,fish,hajarian,eriuke_province,channellands_area,moria_region,tousourilea,berlogoes,,,yes,
341,#6B6B6B,107,107,107,Ogtrenza,,land,wetlands,forest,continental,0,norse,hurgan,600,fish,ogtrenza,eriuke_province,channellands_area,moria_region,tousourilea,berlogoes,,,yes,
342,#686868,104,104,104,Liltenita,Aragie,land,flatland,grasslands,continental,0.1,catholic,aragian,10000,fish,liltenita,liltenita_province,channellands_area,moria_region,tousourilea,berlogoes,,,yes,
343,#5E6868,94,104,104,Orovania,,land,flatland,woods,continental,,norse,hurgan,3000,lumber,orovania,liltenita_province,channellands_area,moria_region,tousourilea,berlogoes,,,,
344,#685E68,104,94,104,Zuparia,,land,flatland,woods,continental,,norse,hurgan,1000,coal,zuparia,liltenita_province,channellands_area,moria_region,tousourilea,berlogoes,,,,
345,#666666,102,102,102,Liefsar,,land,flatland,woods,continental,,norse,hurgan,2000,lumber,liefsar,rodzum_province,channellands_area,moria_region,tousourilea,berlogoes,,,,
